,nav,PnL,cash_ratio,annulized_volatility,daily_volatility,VaR_0.999,max_draw_down_duration,leverage
2014-01-02 10:22:00,99518866.09200001,-87168.90000000596,1.0,,,,39,0.0
2014-01-02 10:23:00,99518866.09200001,0.0,1.0,,,,40,0.0
2014-01-02 10:24:00,99418694.584,-100171.50800000131,0.49621392425665006,,,,41,0.5037860757433499
2014-01-02 10:25:00,99420004.58400002,1310.0000000149012,0.4962073859322605,,,,42,0.5037926140677395
2014-01-02 10:26:00,99421183.584,1178.9999999850988,0.4962015015876277,,,,43,0.5037984984123722
2014-01-02 10:27:00,99414633.584,-6550.0,0.49623419415730513,,,,44,0.5037658058426949
2014-01-02 10:28:00,99406008.734,-8624.85000000894,0.5001166566000154,,,,45,0.49988334339998464
2014-01-02 10:29:00,99395218.734,-10790.0,0.5001709475286279,,,,46,0.4998290524713721
2014-01-02 10:30:00,99391188.734,-4030.0,0.5001912278869194,,,,47,0.4998087721130806
2014-01-02 10:31:00,99384038.734,-7150.0,0.5002272132153981,,,,48,0.49977278678460185
2014-01-02 10:32:00,99365968.734,-18070.0,0.5003181810372588,,,,49,0.4996818189627412
2014-01-02 10:33:00,99356218.734,-9750.0,0.5003672781378457,,,,50,0.49963272186215435
2014-01-02 10:34:00,99348938.734,-7280.0,0.5004039435902526,,,,51,0.4995960564097473
2014-01-02 10:35:00,99344778.734,-4160.0,0.5004248976900239,,,,52,0.49957510230997615
2014-01-02 10:36:00,99348938.734,4160.0,0.5004039435902526,,,,53,0.4995960564097473
2014-01-02 10:37:00,99359988.734,11050.0,0.5003482927830503,,,,54,0.49965170721694974
2014-01-02 10:38:00,99378578.734,18590.0,0.5002546964076409,,,,55,0.49974530359235914
2014-01-02 10:39:00,99388588.734,10010.0,0.5002043128618553,,,,56,0.49979568713814465
2014-01-02 10:40:00,99402758.734,14170.0,0.5001330080489556,,,,57,0.49986699195104445
2014-01-02 10:41:00,99408868.734,6110.0,0.5001022682093608,,,,58,0.49989773179063923
2014-01-02 10:42:00,99304216.89200002,-104651.84199997783,0.9964516411182897,2.3073890383207904e-06,1.4535184698269752e-07,,59,0.0035483588817103065
2014-01-02 10:43:00,99304112.89200002,-104.0,0.996452684690078,2.307323746905891e-06,1.453477340101601e-07,,60,0.0035473153099220057
2014-01-02 10:44:00,99204555.87200001,-99557.02000001073,0.5024534653057069,2.3076820350182105e-06,1.4537030403975316e-07,,61,0.4975465346942931
2014-01-02 10:45:00,99208038.87200001,3483.0,0.5024358251483209,2.306270536245507e-06,1.4528138797479015e-07,,62,0.49756417485167914
2014-01-02 10:46:00,99200298.87200001,-7740.0,0.5024750271802791,2.3064140945948557e-06,1.4529043130076642e-07,,63,0.49752497281972086
2014-01-02 10:47:00,99178497.87200001,-21801.0,0.5025854791260396,2.3069855583982457e-06,1.4532643013664845e-07,,64,0.4974145208739605
2014-01-02 10:48:00,99063232.35200001,-115265.51999999583,0.9961408285301899,2.598242596513629e-06,1.636738989569e-07,,65,0.0038591714698100257
2014-01-02 10:49:00,99063177.35200001,-55.0,0.9961413815888243,2.6027122203442727e-06,1.6395545879284977e-07,,66,0.003858618411175792
2014-01-02 10:50:00,98964424.83200002,-98752.51999999583,0.4976283236688493,2.7855377164545266e-06,1.7547238250784356e-07,,67,0.5023716763311508
2014-01-02 10:51:00,98930494.83200002,-33930.0,0.4977989942901856,2.7445243321874047e-06,1.728887821460356e-07,,68,0.5022010057098144
2014-01-02 10:52:00,98819237.264,-111257.5680000186,0.9932103301080181,2.9713270339498424e-06,1.8717600942082038e-07,,69,0.006789669891981934
2014-01-02 10:53:00,98819021.264,-216.0,0.9932125010810611,2.9633102517448317e-06,1.8667099961059597e-07,-183491.30865070465,70,0.006787498918938898
2014-01-02 10:54:00,98720883.248,-98138.01600000262,0.4966653420718187,3.1177052728695097e-06,1.9639697174303552e-07,-13593490.05366578,71,0.5033346579281813
2014-01-02 10:55:00,98708923.248,-11960.0,0.49672552019245586,3.10742719994777e-06,1.957495140071329e-07,-13590208.580153484,72,0.5032744798075441
2014-01-02 10:56:00,98692036.894,-16886.354000002146,0.5006852979138797,2.979795517221877e-06,1.8770947372367072e-07,-13480961.728857698,73,0.4993147020861203
2014-01-02 10:57:00,98675395.894,-16641.0,0.500769735416938,2.9702728025517954e-06,1.871095990850216e-07,-13476403.328075971,74,0.4992302645830619
2014-01-02 10:58:00,98670235.894,-5160.0,0.5007959233733298,2.7930486240887334e-06,1.7594552521547423e-07,-13474994.143107237,75,0.4992040766266702
2014-01-02 10:59:00,98658496.894,-11739.0,0.5008555111790389,2.782380095728091e-06,1.7527347109887185e-07,-13471782.11397853,76,0.499144488820961
2014-01-02 11:00:00,98672041.894,13545.0,0.5007867572770349,2.7939862567126477e-06,1.7600459051890322e-07,-13475505.460889254,77,0.4992132427229651
2014-01-02 11:01:00,98651917.894,-20124.0,0.5008889127436349,2.761021932477188e-06,1.7392803327927643e-07,-13469993.394665375,78,0.49911108725636516
2014-01-02 11:02:00,98656561.894,4644.0,0.5008653347061873,2.692182163395436e-06,1.695915354387662e-07,-13471279.731625512,79,0.4991346652938127
2014-01-02 11:03:00,98641339.894,-15222.0,0.5009426265610333,2.684443372907855e-06,1.6910403746070496e-07,-13467112.488472307,80,0.4990573734389667
2014-01-02 11:04:00,98638372.894,-2967.0,0.5009576947006366,2.4977481229776006e-06,1.5734334216850255e-07,-13466303.951157594,81,0.49904230529936344
2014-01-02 11:05:00,98634631.894,-3741.0,0.5009766949513588,2.501396190681826e-06,1.5757314883305747e-07,-13465280.828665286,82,0.4990233050486413
2014-01-02 11:06:00,98638501.894,3870.0,0.5009570395452827,2.5074399659479547e-06,1.5795387088863224e-07,-13466339.285653705,83,0.49904296045471735
2014-01-02 11:07:00,98652820.894,14319.0,0.5008843279513896,2.518778894149966e-06,1.5866815622569268e-07,-13470260.578900617,84,0.4991156720486104
2014-01-02 11:08:00,98652691.894,-129.0,0.5008849829165717,2.5053513063283557e-06,1.5782229769989598e-07,-13470204.386214573,85,0.49911501708342837
2014-01-02 11:09:00,98633341.894,-19350.0,0.5009832470961414,2.467539233621465e-06,1.5544036101088824e-07,-13464888.152358785,86,0.4990167529038586
2014-01-02 11:10:00,98618635.894,-14706.0,0.501057953662147,2.407030910653578e-06,1.5162869494368331e-07,-13460838.55582071,87,0.498942046337853
2014-01-02 11:11:00,98598382.894,-20253.0,0.5011608754995814,2.306544228873867e-06,1.4529862898979758e-07,-13455277.83160582,88,0.4988391245004185
2014-01-02 11:12:00,98585611.894,-12771.0,0.5012257969969283,2.295100134283583e-06,1.445777187929835e-07,-10170036.137050634,89,0.4987742030030718
2014-01-02 11:13:00,98587546.894,1935.0,0.5012159593252573,2.2967055469095694e-06,1.4467885028250738e-07,-10170336.073103921,90,0.49878404067474275
2014-01-02 11:14:00,98597092.894,9546.0,0.5011674324629809,2.1221159994820216e-06,1.3368074256811197e-07,-10171492.69039067,91,0.4988325675370191
2014-01-02 11:15:00,98592706.894,-4386.0,0.5011897274219899,2.09467362684364e-06,1.3195203558271384e-07,-10170633.0095024,92,0.4988102725780102
2014-01-02 11:16:00,98609476.894,16770.0,0.501104492696144,2.1192398114925235e-06,1.334995597551576e-07,-10173957.544742735,93,0.49889550730385607
2014-01-02 11:17:00,98604187.894,-5289.0,0.5011313712873932,2.1143633336852762e-06,1.3319237052773137e-07,-10172756.452358956,94,0.4988686287126068
2014-01-02 11:18:00,98594125.894,-10062.0,0.5011825141299527,2.0977195585529396e-06,1.3214391124493508e-07,-4876134.6191675365,95,0.49881748587004726
2014-01-02 11:19:00,98585869.894,-8256.0,0.5012244852850596,2.0638345172827957e-06,1.300093542838408e-07,-4875331.98595927,96,0.49877551471494047
2014-01-02 11:20:00,98587159.894,1290.0,0.5012179268286976,2.0394702004418925e-06,1.2847454658800713e-07,-4873825.80525413,97,0.49878207317130246
2014-01-02 11:21:00,98587159.894,0.0,0.5012179268286976,2.005431663414069e-06,1.2633032030305276e-07,-4873341.197461825,98,0.49878207317130246
2014-01-02 11:22:00,98578903.894,-8256.0,0.5012599039154823,1.8712758915240164e-06,1.1787930103245777e-07,-69428.94957516866,99,0.49874009608451775
2014-01-02 11:23:00,98580580.894,1677.0,0.5012513767506873,1.8728003511180304e-06,1.1797533296030368e-07,-68953.18049869542,100,0.49874862324931274
2014-01-02 11:24:00,98581870.894,1290.0,0.5012448175905684,1.6819763793452787e-06,1.0595455263886772e-07,-36740.93132821225,101,0.49875518240943156
2014-01-02 11:25:00,98580967.894,-903.0,0.5012494089846271,1.6802566743779349e-06,1.0584622140858215e-07,-36159.02634550743,102,0.49875059101537295
2014-01-02 11:26:00,98593480.894,12513.0,0.5011857928733208,1.6932399714857577e-06,1.0666409225012889e-07,-35671.63486264316,103,0.4988142071266792
2014-01-02 11:27:00,98599930.894,6450.0,0.5011530073699769,1.702991001914346e-06,1.072783494296686e-07,-34391.46922268795,104,0.4988469926300231
2014-01-02 11:28:00,98611411.894,11481.0,0.5010946597855838,1.7194239933162947e-06,1.0831353058553572e-07,-34759.848808164796,105,0.49890534021441624
2014-01-02 11:29:00,98609734.894,-1677.0,0.5011031816191062,1.7228830608056306e-06,1.085314313556541e-07,-33924.54866117533,106,0.4988968183808938
2014-01-02 11:30:00,98505273.96599999,-104460.9280000031,0.9994373194675938,1.947503868268224e-06,1.2268121220890513e-07,-62386.44773933997,107,0.0005626805324061242
2014-01-02 13:01:00,98505238.96599999,-35.0,0.9994376745787185,1.95183669265539e-06,1.2295415448992789e-07,-62347.226509563705,108,0.0005623254212815936
2014-01-02 13:02:00,98406161.83199999,-99077.13400000334,0.5006192388247397,2.146683057022875e-06,1.352283217275813e-07,-55314081.91663987,109,0.4993807611752603
2014-01-02 13:03:00,98399377.83199999,-6784.0,0.5006537532799225,2.1479079834585706e-06,1.3530548484003843e-07,-55306328.92696123,110,0.4993462467200776
2014-01-02 13:04:00,98298168.99999999,-101208.83200000226,1.0,2.3443478435664187e-06,1.4768003287398328e-07,,111,0.0
2014-01-02 13:05:00,98298168.99999999,0.0,1.0,2.3478613808828354e-06,1.479013649206829e-07,,112,0.0
2014-01-02 13:06:00,98199132.08799998,-99036.91200000048,0.4957342804656906,2.5161142226095525e-06,1.5850029769660682e-07,,113,0.5042657195343093
2014-01-02 13:07:00,98199132.08799998,0.0,0.4957342804656906,2.50111912796844e-06,1.5755569552264822e-07,,114,0.5042657195343093
2014-01-02 13:08:00,98195139.30999999,-3992.777999997139,0.499656069075951,2.467910556589189e-06,1.5546375215919023e-07,,115,0.5003439309240489
2014-01-02 13:09:00,98194883.30999999,-256.0,0.4996573717095443,2.4540330974252176e-06,1.545895544025873e-07,,116,0.5003426282904557
2014-01-02 13:10:00,98188099.30999999,-6784.0,0.49969189397480346,2.4267116162326344e-06,1.5286846286245628e-07,,117,0.5003081060251965
2014-01-02 13:11:00,98192451.30999999,4352.0,0.4996697470674438,2.424332013386267e-06,1.5271856197315653e-07,,118,0.5003302529325562
2014-01-02 13:12:00,98187843.30999999,-4608.0,0.499693196795199,2.2330046005568304e-06,1.4066606784610704e-07,,119,0.500306803204801
2014-01-02 13:13:00,98195523.30999999,7680.0,0.4996541151382963,2.242658928259215e-06,1.4127423332648877e-07,,120,0.5003458848617037
2014-01-02 13:14:00,98205123.30999999,9600.0,0.49960527166309193,2.0799285190162922e-06,1.3102318109780921e-07,,121,0.500394728336908
2014-01-02 13:15:00,98205891.30999997,767.9999999850988,0.49960136459760424,2.077131865718321e-06,1.3084700849948303e-07,,122,0.5003986354023958
2014-01-02 13:16:00,98211011.30999999,5120.000000014901,0.49957531905594216,2.088000906927049e-06,1.315316937382451e-07,,123,0.5004246809440579
2014-01-02 13:17:00,98224323.30999999,13312.0,0.49950761335512217,2.111319864759489e-06,1.3300065000628886e-07,,124,0.5004923866448778
2014-01-02 13:18:00,98143674.68999998,-80648.62000000477,0.9952214546532792,1.958093636382528e-06,1.2334830489634058e-07,,125,0.004778545346720858
2014-01-02 13:19:00,98143790.68999998,116.0,0.9952202783619628,1.958239211256164e-06,1.233574752514068e-07,,126,0.004779721638037183
2014-01-02 13:20:00,98045601.53799999,-98189.15199999511,0.5033215846900972,1.959874498561533e-06,1.2346048866883889e-07,,127,0.49667841530990275
2014-01-02 13:21:00,98045728.53799999,127.0,0.5033209327306268,1.9565010553401828e-06,1.2324798172060817e-07,,128,0.4966790672693732
2014-01-02 13:22:00,98047887.53799999,2159.0,0.5033098496780384,1.7024925982226784e-06,1.0724695294822411e-07,,129,0.4966901503219616
2014-01-02 13:23:00,98058174.53799999,10287.0,0.503257048894748,1.7129282969014062e-06,1.0790434017348885e-07,,130,0.4967429511052521
2014-01-02 13:24:00,98066937.53799999,8763.0,0.5032120791870138,1.5192614317949489e-06,9.57044744052703e-08,,131,0.4967879208129862
2014-01-02 13:25:00,98067318.53799999,381.0,0.5032101241646371,1.522699316224953e-06,9.592104076807917e-08,,132,0.49678987583536294
2014-01-02 13:26:00,97964931.058,-102387.47999998927,0.9960845172261398,1.7539076145957783e-06,1.1048579454292736e-07,,133,0.003915482773860189
2014-01-02 13:27:00,97964934.058,3.0,0.9960844867228421,1.7573147092176032e-06,1.1070042133013245e-07,,134,0.003915513277157929
2014-01-02 13:28:00,97867566.94599998,-97367.11200001836,0.49838654896685924,1.957593671996635e-06,1.2331681010040103e-07,,135,0.5016134510331407
2014-01-02 13:29:00,97879086.946,11520.000000014901,0.49832789074656675,1.9745998716849208e-06,1.2438809998424646e-07,,136,0.5016721092534332
2014-01-02 13:30:00,97882542.946,3456.0,0.4983102959728861,1.9625639900666404e-06,1.2362991070873732e-07,,137,0.5016897040271139
2014-01-02 13:31:00,97880878.946,-1664.0,0.4983187673754872,1.9647621215985706e-06,1.2376837997974917e-07,,138,0.5016812326245128
2014-01-02 13:32:00,97870638.946,-10240.0,0.4983709054245781,1.95633264155507e-06,1.232373726493519e-07,,139,0.5016290945754219
2014-01-02 13:33:00,97869742.946,-896.0,0.4983754680229647,1.960266392280207e-06,1.2348517565264794e-07,,140,0.5016245319770353
2014-01-02 13:34:00,97780921.546,-88821.39999999106,0.9919516814982177,2.1165470867723656e-06,1.3332993404185538e-07,,141,0.008048318501782347
2014-01-02 13:35:00,97780969.546,48.0,0.9919511945560148,2.119161792982893e-06,1.3349464505101137e-07,-159639.59800288442,142,0.008048805443985242
2014-01-02 13:36:00,97684607.426,-96362.12000000477,0.49752255454183686,2.2956747775169884e-06,1.4461391791413057e-07,-9956283.844386475,143,0.5024774454581631
2014-01-02 13:37:00,97700735.426,16128.0,0.49744042574593106,2.299074181046569e-06,1.4482806020806452e-07,-9959556.400363022,144,0.5025595742540689
2014-01-02 13:38:00,97706623.426,5888.0,0.4974104489733839,2.305389089520599e-06,1.4522586205031255e-07,-9960748.697030528,145,0.5025895510266161
2014-01-02 13:39:00,97706367.426,-256.0,0.4974117522361936,2.3115962340961706e-06,1.4561687540504554e-07,-9960696.769913724,146,0.5025882477638064
2014-01-02 13:40:00,97600325.498,-106041.9280000031,0.9916840851107958,2.5396142319910458e-06,1.5998065914020483e-07,-176383.92627570272,147,0.008315914889204256
2014-01-02 13:41:00,97600191.498,-134.0,0.9916854466416019,2.547069660039046e-06,1.6045030696240824e-07,-176353.70681016662,148,0.008314553358398166
2014-01-02 13:42:00,97501180.81,-99010.68799999356,0.5006863343032778,2.7354087398965146e-06,1.7231455380663674e-07,-10579474.688097395,149,0.4993136656967222
2014-01-02 13:43:00,97510324.81,9144.0,0.5006393825999603,2.7450025816348642e-06,1.7291890902943162e-07,-10581470.701874217,150,0.4993606174000397
2014-01-02 13:44:00,97406855.37,-103469.43999999762,1.0,2.9255801710700765e-06,1.8429422793412437e-07,,151,0.0
2014-01-02 13:45:00,97406855.37,0.0,1.0,2.929884424816322e-06,1.8456537043394065e-07,,152,0.0
2014-01-02 13:46:00,97309428.59,-97426.78000000119,0.49939701932433267,3.058331911976434e-06,1.9265680156624586e-07,,153,0.5006029806756673
2014-01-02 13:47:00,97309047.59,-381.0,0.49939897464368965,3.063469141278114e-06,1.929804165938687e-07,,154,0.5006010253563103
2014-01-02 13:48:00,97304348.59,-4699.0,0.4994230915081038,3.0676564160503618e-06,1.9324419011097493e-07,,155,0.5005769084918962
2014-01-02 13:49:00,97299141.59,-5207.0,0.4994498183218761,3.0701058142662125e-06,1.9339848769528222e-07,,156,0.5005501816781238
2014-01-02 13:50:00,97299014.59,-127.0,0.49945047023111894,3.0683637058506905e-06,1.9328874518041596e-07,,157,0.5005495297688811
2014-01-02 13:51:00,97303205.59,4191.0,0.4994289581246262,3.07393526333124e-06,1.9363972031157868e-07,,158,0.5005710418753738
2014-01-02 13:52:00,97297363.59,-5842.0,0.4994589452061432,3.075802733046241e-06,1.937573598460272e-07,,159,0.5005410547938568
2014-01-02 13:53:00,97298252.59,889.0,0.49945438172231416,3.074822889924026e-06,1.9369563553114057e-07,,160,0.5005456182776858
2014-01-02 13:54:00,97301046.59,2794.0,0.4994400398874477,3.0768329673104454e-06,1.938222585044849e-07,,161,0.5005599601125523
2014-01-02 13:55:00,97296347.59,-4699.0,0.4994641607183479,3.0728410180997377e-06,1.9357078934120076e-07,,162,0.5005358392816521
2014-01-02 13:56:00,97301046.59,4699.0,0.4994400398874477,3.0598565916603853e-06,1.927528473584546e-07,,163,0.5005599601125523
2014-01-02 13:57:00,97292537.59,-8509.0,0.49948371985925916,3.0425665465265206e-06,1.9166367689223346e-07,,164,0.5005162801407408
2014-01-02 13:58:00,97285298.59,-7239.0,0.49952088644763853,3.017398611448919e-06,1.9007824600584409e-07,,165,0.5004791135523614
2014-01-02 13:59:00,97281234.59,-4064.0,0.49954175432509795,3.014779999513785e-06,1.8991328895916433e-07,,166,0.500458245674902
2014-01-02 14:00:00,97277170.59,-4064.0,0.4995626239461741,2.832198188246525e-06,1.7841171594638099e-07,,167,0.5004373760538259
2014-01-02 14:01:00,97273614.59,-3556.0,0.4995808862950983,2.8284785854498654e-06,1.781774029945738e-07,,168,0.5004191137049018
2014-01-02 14:02:00,97271074.59,-2540.0,0.499593931647548,2.6624956403594424e-06,1.677214602663036e-07,,169,0.500406068352452
2014-01-02 14:03:00,97272598.59,1524.0,0.49958610435432393,2.6700544763677924e-06,1.6819762217771346e-07,,170,0.5004138956456761
2014-01-02 14:04:00,97274884.59,2286.0,0.4995743638743494,2.4890233887699258e-06,1.5679373557401097e-07,,171,0.5004256361256506
2014-01-02 14:05:00,97267264.59,-7620.0,0.49961350095370255,2.4832947974008614e-06,1.5643286823769537e-07,,172,0.5003864990462975
2014-01-02 14:06:00,97262311.59,-4953.0,0.49963894334376885,2.2969896759225854e-06,1.446967487279526e-07,,173,0.5003610566562312
2014-01-02 14:07:00,97257866.59,-4445.0,0.4996617784642689,2.2936131949963235e-06,1.4448405042229922e-07,,174,0.500338221535731
2014-01-02 14:08:00,97250881.59,-6985.0,0.4996976664425115,2.2918601705583105e-06,1.4437362026265157e-07,,175,0.5003023335574885
2014-01-02 14:09:00,97249230.59,-1651.0,0.4997061498088301,2.2906896603465653e-06,1.4429988505009588e-07,,176,0.5002938501911699
2014-01-02 14:10:00,97239451.59,-9779.0,0.4997564033464537,2.289390354509989e-06,1.4421803647579596e-07,,177,0.5002435966535462
2014-01-02 14:11:00,97229672.59,-9779.0,0.49980666699270637,2.2788728939583785e-06,1.435554987366652e-07,,178,0.5001933330072936
2014-01-02 14:12:00,97220782.59,-8890.0,0.49985236999109,2.2765877521555788e-06,1.4341154833379074e-07,,179,0.5001476300089099
2014-01-02 14:13:00,97226878.59,6096.0,0.49982102989160665,2.2746213151605e-06,1.4328767444669896e-07,,180,0.5001789701083933
2014-01-02 14:14:00,97210749.59,-16129.0,0.4999039591296294,2.255701514705491e-06,1.4209583904529607e-07,,181,0.5000960408703705
2014-01-02 14:15:00,97196398.59,-14351.0,0.4999777697010245,2.2472519436684055e-06,1.4156356610126506e-07,-62135.5429071131,182,0.5000222302989755
2014-01-02 14:16:00,97187254.59,-9144.0,0.5000248108150619,2.2352566521194214e-06,1.408079337597811e-07,-20798.29093741832,183,0.49997518918493816
2014-01-02 14:17:00,97175697.59,-11557.0,0.5000842782218509,2.209914836575964e-06,1.3921154943361779e-07,-21539.12308197702,184,0.49991572177814914
2014-01-02 14:18:00,97168966.59,-6731.0,0.5001189196037121,2.0995361658787782e-06,1.3225834675003098e-07,-21652.90091908304,185,0.49988108039628787
2014-01-02 14:19:00,97176713.59,7747.0,0.5000790497508736,2.1082490744242224e-06,1.328072083978237e-07,-22557.003199215073,186,0.4999209502491264
2014-01-02 14:20:00,97182682.59,5969.0,0.5000483346916839,1.9289779898885157e-06,1.2151419156576855e-07,-23090.941585253164,187,0.4999516653083161
2014-01-02 14:21:00,97182809.59,127.0,0.5000476812207791,1.928978909832172e-06,1.2151424951677175e-07,-22798.007875287374,188,0.4999523187792208
2014-01-02 14:22:00,97179253.59,-3556.0,0.5000659790517331,1.92454632354645e-06,1.2123502282684663e-07,-22691.86815469456,189,0.4999340209482669
2014-01-02 14:23:00,97168712.59,-10541.0,0.5001202269196392,1.907516218445034e-06,1.2016222704352187e-07,-23208.723900070843,190,0.4998797730803608
2014-01-02 14:24:00,97164267.59,-4445.0,0.500143106054776,1.8948073848542954e-06,1.1936164577840762e-07,-22987.940976124195,191,0.49985689394522403
2014-01-02 14:25:00,97163124.59,-1143.0,0.5001489895993062,1.8935416241654937e-06,1.1928191034979116e-07,-22968.995436036515,192,0.4998510104006938
2014-01-02 14:26:00,97159695.59,-3429.0,0.5001666410634747,1.679563570061556e-06,1.0580255994063538e-07,-22472.587857566068,193,0.49983335893652525
2014-01-02 14:27:00,97167442.59,7747.0,0.5001267636017959,1.6871452757537712e-06,1.0628016250671357e-07,-23118.658186554305,194,0.49987323639820413
2014-01-02 14:28:00,97174300.59,6858.0,0.5000914675479632,1.4954210588828102e-06,9.420267207459032e-08,-23548.303645013075,195,0.49990853245203687
2014-01-02 14:29:00,97169601.59,-4699.0,0.500115651343796,1.481611409712642e-06,9.333274594608283e-08,-23574.66577440956,196,0.499884348656204
2014-01-02 14:30:00,97166426.59,-3175.0,0.5001319930705501,1.4771068104775146e-06,9.304898286674571e-08,-23545.07570785972,197,0.4998680069294498
2014-01-02 14:31:00,97167188.59,762.0,0.5001280709587319,1.4786788584781993e-06,9.314801258243305e-08,-23560.005785843954,198,0.49987192904126815
2014-01-02 14:32:00,97169601.59,2413.0,0.500115651343796,1.484321201930924e-06,9.35034468107074e-08,-23671.167952751246,199,0.499884348656204
2014-01-02 14:33:00,97177348.59,7747.0,0.5000757820120312,1.4917035502241912e-06,9.396849104107995e-08,-24251.36048536259,200,0.4999242179879689
2014-01-02 14:34:00,97178618.59,1270.0,0.5000692466624618,1.324782590277036e-06,8.345345893097649e-08,-24207.114667557307,201,0.4999307533375382
2014-01-02 14:35:00,97181412.59,2794.0,0.5000548694946687,1.3265673769846228e-06,8.356588992553763e-08,-23963.77750292851,202,0.49994513050533135
2014-01-02 14:36:00,97189286.59,7874.0,0.5000143564692052,1.1205201183015192e-06,7.058613266834511e-08,-24347.05082263638,203,0.49998564353079483
2014-01-02 14:37:00,97200208.59,10922.0,0.49995817184902197,1.114168676096492e-06,7.01860294173665e-08,-25057.222487214603,204,0.500041828150978
2014-01-02 14:38:00,97117584.454,-82624.13600000739,0.9979990647307333,1.2621022299751339e-06,7.950496737272033e-08,-49352.31006354099,205,0.0020009352692667414
2014-01-02 14:39:00,97117574.454,-10.0,0.9979991674926763,1.262236867219058e-06,7.95134487218782e-08,-49349.81769921585,206,0.002000832507323773
2014-01-02 14:40:00,97019966.42799999,-97608.02600000799,0.5008842428745186,1.2213505276330748e-06,7.693785142272946e-08,-12299483.158362426,207,0.4991157571254814
