,zz500
2014-01-06 14:29:00,122.0
2014-01-06 14:30:00,0.0
2014-01-06 14:31:00,0.0
2014-01-06 14:32:00,-123.0
2014-01-06 14:33:00,-123.0
2014-01-06 14:34:00,-123.0
2014-01-06 14:35:00,-123.0
2014-01-06 14:36:00,-123.0
2014-01-06 14:37:00,-123.0
2014-01-06 14:38:00,-123.0
2014-01-06 14:39:00,-123.0
2014-01-06 14:40:00,-123.0
2014-01-06 14:41:00,-123.0
2014-01-06 14:42:00,-123.0
2014-01-06 14:43:00,-123.0
2014-01-06 14:44:00,-2.0
2014-01-06 14:45:00,-2.0
2014-01-06 14:46:00,122.0
2014-01-06 14:47:00,122.0
2014-01-06 14:48:00,122.0
2014-01-06 14:49:00,122.0
2014-01-06 14:50:00,122.0
2014-01-06 14:51:00,122.0
2014-01-06 14:52:00,122.0
2014-01-06 14:53:00,122.0
2014-01-06 14:54:00,122.0
2014-01-06 14:55:00,122.0
2014-01-06 14:56:00,122.0
2014-01-06 14:57:00,122.0
2014-01-06 14:58:00,122.0
2014-01-06 14:59:00,122.0
2014-01-06 15:00:00,0.0
2014-01-07 09:31:00,0.0
2014-01-07 09:32:00,122.0
2014-01-07 09:33:00,122.0
2014-01-07 09:34:00,122.0
2014-01-07 09:35:00,122.0
2014-01-07 09:36:00,122.0
2014-01-07 09:37:00,122.0
2014-01-07 09:38:00,122.0
2014-01-07 09:39:00,122.0
2014-01-07 09:40:00,0.0
2014-01-07 09:41:00,0.0
2014-01-07 09:42:00,-122.0
2014-01-07 09:43:00,-122.0
2014-01-07 09:44:00,-122.0
2014-01-07 09:45:00,-122.0
2014-01-07 09:46:00,-123.0
2014-01-07 09:47:00,-123.0
2014-01-07 09:48:00,-123.0
2014-01-07 09:49:00,-123.0
2014-01-07 09:50:00,-3.0
2014-01-07 09:51:00,-3.0
2014-01-07 09:52:00,122.0
2014-01-07 09:53:00,122.0
2014-01-07 09:54:00,121.0
2014-01-07 09:55:00,121.0
2014-01-07 09:56:00,122.0
2014-01-07 09:57:00,122.0
2014-01-07 09:58:00,122.0
2014-01-07 09:59:00,122.0
2014-01-07 10:00:00,122.0
2014-01-07 10:01:00,122.0
2014-01-07 10:02:00,122.0
2014-01-07 10:03:00,122.0
2014-01-07 10:04:00,122.0
2014-01-07 10:05:00,122.0
2014-01-07 10:06:00,1.0
2014-01-07 10:07:00,1.0
2014-01-07 10:08:00,-122.0
2014-01-07 10:09:00,-122.0
2014-01-07 10:10:00,-122.0
2014-01-07 10:11:00,-122.0
2014-01-07 10:12:00,-122.0
2014-01-07 10:13:00,-122.0
2014-01-07 10:14:00,-122.0
2014-01-07 10:15:00,-122.0
2014-01-07 10:16:00,-122.0
2014-01-07 10:17:00,-122.0
2014-01-07 10:18:00,-122.0
2014-01-07 10:19:00,-122.0
2014-01-07 10:20:00,-122.0
2014-01-07 10:21:00,-122.0
2014-01-07 10:22:00,-122.0
2014-01-07 10:23:00,-122.0
2014-01-07 10:24:00,-122.0
2014-01-07 10:25:00,-122.0
2014-01-07 10:26:00,-122.0
2014-01-07 10:27:00,-122.0
2014-01-07 10:28:00,-122.0
2014-01-07 10:29:00,-122.0
2014-01-07 10:30:00,-122.0
2014-01-07 10:31:00,-122.0
2014-01-07 10:32:00,-122.0
2014-01-07 10:33:00,-122.0
2014-01-07 10:34:00,-121.0
2014-01-07 10:35:00,-121.0
2014-01-07 10:36:00,-121.0
2014-01-07 10:37:00,-121.0
2014-01-07 10:38:00,-121.0
2014-01-07 10:39:00,-121.0
2014-01-07 10:40:00,-121.0
2014-01-07 10:41:00,-121.0
2014-01-07 10:42:00,-121.0
2014-01-07 10:43:00,-121.0
2014-01-07 10:44:00,-121.0
2014-01-07 10:45:00,-121.0
2014-01-07 10:46:00,-121.0
2014-01-07 10:47:00,-121.0
2014-01-07 10:48:00,-121.0
2014-01-07 10:49:00,-121.0
2014-01-07 10:50:00,0.0
2014-01-07 10:51:00,0.0
2014-01-07 10:52:00,120.0
2014-01-07 10:53:00,120.0
2014-01-07 10:54:00,120.0
