,nav,order num,trade_cost,trade_volume,cash,ret,cum_ret,draw_down,turnover
2014-01-02 13:48:00,97304348.59,1.0,0.0,0.0,48596038.59,-4.829061198404141e-05,-0.02732650519461112,-0.026956514099999995,0.0
2014-01-02 13:49:00,97299141.59,0.0,0.0,0.0,48596038.59,-5.3513942596071015e-05,-0.027380019137207192,-0.027008584099999955,0.0
2014-01-02 13:50:00,97299014.59,1.0,0.0,0.0,48596038.59,-1.305253888275627e-06,-0.027381324391095467,-0.027009854100000008,0.0
2014-01-02 13:51:00,97303205.59,0.0,0.0,0.0,48596038.59,4.307247879064446e-05,-0.027338251912304823,-0.02696794409999992,0.0
2014-01-02 13:52:00,97297363.59,1.0,0.0,0.0,48596038.59,-6.004093437523071e-05,-0.027398292846680054,-0.027026364099999922,0.0
2014-01-02 13:53:00,97298252.59,0.0,0.0,0.0,48596038.59,9.136896477568444e-06,-0.027389155950202485,-0.027017474099999994,0.0
2014-01-02 13:54:00,97301046.59,1.0,0.0,0.0,48596038.59,2.8715416879436955e-05,-0.02736044053332305,-0.026989534099999934,0.0
2014-01-02 13:55:00,97296347.59,0.0,0.0,0.0,48596038.59,-4.8294582984710625e-05,-0.02740873511630776,-0.027036524100000014,0.0
2014-01-02 13:56:00,97301046.59,1.0,0.0,0.0,48596038.59,4.829458298459767e-05,-0.02736044053332316,-0.026989534099999934,0.0
2014-01-02 13:57:00,97292537.59,0.0,0.0,0.0,48596038.59,-8.745406526406181e-05,-0.027447894598587222,-0.027074624099999944,0.0
2014-01-02 13:58:00,97285298.59,1.0,0.0,0.0,48596038.59,-7.440724129178597e-05,-0.02752230183987901,-0.027147014099999978,0.0
2014-01-02 13:59:00,97281234.59,0.0,0.0,0.0,48596038.59,-4.177491302509848e-05,-0.027564076752904107,-0.027187654100000014,0.0
2014-01-02 14:00:00,97277170.59,1.0,0.0,0.0,48596038.59,-4.177665824136789e-05,-0.027605853411145475,-0.02722829409999994,0.0
